driverStandingsId,raceId,driverId,points,position,wins
13050,64,4,100.0,1,6
13097,65,37,10.0,12,0
13096,65,36,0.0,24,0
13095,65,34,0.0,23,0
13094,65,27,0.0,21,0
13093,65,35,7.0,14,0
13092,65,21,49.0,4,1
13091,65,11,0.0,22,0
13090,65,33,0.0,20,0
13089,65,15,10.0,13,0
13088,65,22,21.0,8,0
13087,65,23,16.0,10,0
13086,65,26,0.0,19,0
13085,65,2,19.0,9,0
13084,65,24,1.0,18,0
13083,65,14,14.0,11,0
13082,65,13,52.0,3,0
13081,65,32,2.0,17,0
13080,65,3,4.0,16,0
13079,65,17,6.0,15,0
13078,65,31,26.0,7,0
13077,65,18,31.0,6,1
13076,65,8,49.0,5,0
13075,65,30,90.0,2,5
13074,65,4,100.0,1,6
13122,66,9,0.0,23,0
13121,66,37,14.0,11,0
13120,66,36,0.0,25,0
13119,66,34,0.0,24,0
13118,66,27,0.0,21,0
13117,66,35,7.0,14,0
13116,66,21,52.0,4,1
13115,66,11,0.0,22,0
13114,66,33,0.0,20,0
13113,66,15,10.0,13,0
13112,66,22,22.0,8,0
13111,66,23,18.0,10,0
13110,66,26,0.0,19,0
13109,66,2,19.0,9,0
13108,66,24,1.0,18,0
13107,66,14,14.0,12,0
13106,66,13,62.0,3,1
13105,66,32,2.0,17,0
13104,66,3,4.0,16,0
13103,66,17,6.0,15,0
13102,66,31,26.0,7,0
13101,66,18,36.0,6,1
13100,66,8,49.0,5,0
13099,66,30,96.0,2,5
13098,66,4,108.0,1,6
13147,67,9,6.0,15,0
13146,67,37,14.0,11,0
13145,67,36,0.0,25,0
13144,67,34,0.0,24,0
13143,67,27,0.0,22,0
13142,67,35,7.0,14,0
13141,67,21,57.0,4,1
13140,67,11,0.0,23,0
13139,67,33,0.0,21,0
13138,67,15,12.0,13,0
13137,67,22,25.0,8,0
13136,67,23,18.0,10,0
13135,67,26,0.0,20,0
13134,67,2,20.0,9,0
13133,67,24,1.0,19,0
13132,67,14,14.0,12,0
13131,67,13,62.0,3,1
13130,67,32,2.0,18,0
13129,67,3,4.0,17,0
13128,67,17,6.0,16,0
13127,67,31,26.0,7,0
13126,67,18,40.0,6,1
13125,67,8,57.0,5,0
13124,67,30,106.0,2,6
13123,67,4,108.0,1,6
13174,68,29,0.0,27,0
13173,68,38,0.0,24,0
13172,68,9,6.0,16,0
13171,68,37,18.0,10,0
13170,68,36,0.0,26,0
13169,68,34,0.0,25,0
13168,68,27,0.0,22,0
13167,68,35,7.0,15,0
13166,68,21,63.0,3,1
13165,68,11,0.0,23,0
13164,68,33,0.0,21,0
13163,68,15,12.0,13,0
13162,68,22,28.0,7,0
13161,68,23,18.0,11,0
13160,68,26,0.0,20,0
13159,68,2,22.0,9,0
13158,68,24,1.0,19,0
13157,68,14,14.0,12,0
13156,68,13,62.0,4,1
13155,68,32,2.0,18,0
13154,68,3,4.0,17,0
13153,68,17,7.0,14,0
13152,68,31,26.0,8,0
13151,68,18,45.0,6,1
13150,68,8,57.0,5,0
13149,68,30,116.0,1,7
13148,68,4,116.0,2,6
13201,69,29,0.0,27,0
13200,69,38,0.0,24,0
13199,69,9,6.0,16,0
13198,69,37,18.0,11,0
13197,69,36,0.0,26,0
13196,69,34,0.0,25,0
13195,69,27,0.0,22,0
13194,69,35,7.0,15,0
13193,69,21,69.0,4,1
13192,69,11,0.0,23,0
13191,69,33,0.0,21,0
13190,69,15,15.0,12,0
13189,69,22,28.0,7,0
13188,69,23,20.0,10,0
13187,69,26,0.0,20,0
13186,69,2,23.0,9,0
13185,69,24,1.0,19,0
13184,69,14,14.0,13,0
13183,69,13,70.0,3,1
13182,69,32,2.0,18,0
13181,69,3,4.0,17,0
13180,69,17,7.0,14,0
13179,69,31,26.0,8,0
13178,69,18,50.0,6,1
13177,69,8,61.0,5,0
13176,69,30,116.0,2,7
13175,69,4,126.0,1,7
13228,70,29,0.0,26,0
13227,70,38,0.0,24,0
13226,70,9,6.0,16,0
13225,70,37,19.0,11,0
13224,70,36,0.0,27,0
13223,70,34,0.0,25,0
13222,70,27,0.0,22,0
13221,70,35,7.0,15,0
13220,70,21,72.0,4,1
13219,70,11,0.0,23,0
13218,70,33,0.0,21,0
13217,70,15,15.0,12,0
13216,70,22,30.0,7,0
13215,70,23,20.0,10,0
13214,70,26,0.0,20,0
13213,70,2,23.0,9,0
13212,70,24,1.0,19,0
13211,70,14,14.0,13,0
13210,70,13,80.0,3,2
13209,70,32,2.0,18,0
13208,70,3,4.0,17,0
13207,70,17,7.0,14,0
13206,70,31,26.0,8,0
13205,70,18,56.0,6,1
13204,70,8,65.0,5,0
13203,70,30,121.0,2,7
13202,70,4,134.0,1,7
68160,969,830,10.0,5,0
68159,969,8,12.0,4,0
68158,969,822,15.0,3,0
68157,969,1,18.0,2,0
68156,969,20,25.0,1,1
8261,1,8,0.0,15,0
8260,1,9,0.0,14,0
8259,1,20,0.0,13,0
8258,1,17,0.0,12,0
8257,1,21,0.0,11,0
8256,1,2,0.0,10,0
8255,1,16,0.0,9,0
8254,1,7,1.0,8,0
8253,1,67,2.0,7,0
8252,1,3,3.0,6,0
8251,1,4,4.0,5,0
8250,1,10,5.0,4,0
8249,1,15,6.0,3,0
8248,1,22,8.0,2,0
8247,1,18,10.0,1,1
17669,2,5,0.0,20,0
17668,2,6,0.0,15,0
17667,2,12,0.0,17,0
17666,2,13,0.0,13,0
17665,2,8,0.0,18,0
17664,2,9,0.0,19,0
17663,2,20,0.0,16,0
17662,2,17,1.5,9,0
17661,2,21,0.0,14,0
17660,2,2,4.0,5,0
17659,2,16,0.0,12,0
17658,2,7,1.0,11,0
17657,2,67,2.0,8,0
17656,2,3,3.5,7,0
17655,2,4,4.0,6,0
17654,2,10,8.0,4,0
17653,2,15,8.5,3,0
17652,2,22,10.0,2,0
17651,2,18,15.0,1,2
13613,36,8,10.0,1,1
13614,36,4,8.0,2,0
13615,36,1,6.0,3,0
13616,36,2,5.0,4,0
13636,37,3,2.0,8,0
13630,37,8,16.0,2,1
13631,37,4,18.0,1,1
13632,37,1,14.0,3,0
13633,37,2,10.0,4,0
13634,37,21,7.0,5,0
13676,39,13,27.0,3,2
13671,39,8,22.0,4,1
13672,39,4,28.0,2,1
13673,39,1,30.0,1,0
13674,39,2,15.0,5,0
13698,40,13,33.0,3,2
13693,40,8,23.0,4,1
13694,40,4,38.0,1,2
13695,40,1,38.0,2,0
13696,40,2,18.0,5,0
13719,41,21,13.0,6,0
13717,41,1,48.0,1,1
13715,41,8,27.0,4,1
13723,41,15,4.0,13,0
13727,41,17,0.0,15,0
13725,41,22,0.0,17,0
13741,42,21,13.0,6,0
13739,42,1,58.0,1,2
13737,42,8,32.0,4,1
13749,42,17,2.0,14,0
13745,42,15,7.0,10,0
13747,42,22,0.0,18,0
13764,43,21,16.0,7,0
13762,43,1,64.0,1,2
13760,43,8,42.0,4,2
13768,43,15,7.0,10,0
13770,43,22,0.0,19,0
13786,44,2,33.0,5,0
13785,44,1,70.0,1,2
13783,44,8,52.0,3,3
13788,44,13,51.0,4,2
13791,44,15,7.0,10,0
13793,44,22,0.0,18,0
13812,45,3,5.0,13,0
13810,45,21,17.0,7,0
13806,45,8,52.0,4,3
13807,45,4,68.0,2,3
13808,45,1,70.0,1,2
13831,46,1,80.0,1,3
13829,46,8,60.0,3,3
13834,46,13,59.0,4,2
13839,46,22,0.0,18,0
13854,47,1,84.0,1,3
13852,47,8,68.0,4,3
13859,47,23,5.0,14,0
13860,47,15,7.0,13,0
13878,48,1,92.0,1,3
13876,48,8,74.0,3,3
13882,48,3,12.0,10,0
13883,48,23,5.0,14,0
13902,49,1,97.0,1,3
13900,49,8,84.0,3,4
13906,49,3,15.0,9,0
13907,49,23,5.0,14,0
13926,50,1,107.0,1,4
13924,50,8,90.0,3,4
13930,50,3,15.0,9,0
13931,50,23,5.0,14,0
13950,51,1,107.0,1,4
13948,51,8,100.0,3,5
13954,51,3,15.0,9,0
13976,52,21,21.0,8,0
13974,52,1,109.0,2,4
17670,2,1,1.0,10,0
17714,3,10,10.0,4,0
17729,3,5,4.0,9,0
17730,3,1,4.0,10,0
17728,3,6,0.0,18,0
17727,3,12,0.0,20,0
17726,3,13,0.0,15,0
17725,3,8,0.0,16,0
17724,3,9,0.0,19,0
17723,3,20,10.0,3,1
17717,3,67,3.0,12,0
17718,3,7,1.0,13,0
17719,3,16,0.0,14,0
17720,3,2,4.0,7,0
17721,3,21,0.0,17,0
17722,3,17,9.5,5,0
17716,3,3,3.5,11,0
17715,3,4,4.0,8,0
17713,3,15,8.5,6,0
17711,3,18,21.0,1,2
17712,3,22,15.0,2,0
17769,4,5,4.0,10,0
17768,4,6,0.0,19,0
17767,4,12,0.0,17,0
17766,4,13,0.0,15,0
17765,4,8,3.0,12,0
17764,4,9,0.0,20,0
17763,4,20,18.0,3,1
17761,4,21,0.0,18,0
17760,4,2,4.0,9,0
17759,4,16,0.0,16,0
17758,4,7,1.0,14,0
17757,4,67,3.0,13,0
17756,4,3,3.5,11,0
17754,4,10,12.0,5,0
17752,4,22,19.0,2,0
17770,4,1,9.0,7,0
17762,4,17,9.5,6,0
17751,4,18,31.0,1,3
17753,4,15,14.5,4,0
17755,4,4,5.0,8,0
17771,5,18,41.0,1,4
17772,5,22,27.0,2,0
17773,5,15,14.5,5,0
17774,5,10,12.0,6,0
17775,5,4,9.0,8,0
17776,5,3,4.5,10,0
17777,5,67,3.0,14,0
17778,5,7,1.0,15,0
17779,5,16,0.0,16,0
17780,5,2,6.0,9,0
17781,5,21,0.0,19,0
17782,5,17,15.5,4,0
17783,5,20,23.0,3,1
17784,5,9,0.0,18,0
17785,5,8,3.0,13,0
17786,5,13,3.0,12,0
17787,5,12,0.0,17,0
17788,5,6,0.0,20,0
17789,5,5,4.0,11,0
17790,5,1,9.0,7,0
17946,6,13,8.0,10,0
17947,6,12,0.0,18,0
17950,6,1,9.0,9,0
17931,6,18,51.0,1,5
17949,6,5,4.0,13,0
17948,6,6,0.0,20,0
17945,6,8,9.0,8,0
17944,6,9,0.0,19,0
17943,6,20,23.0,3,1
17942,6,17,19.5,4,0
17941,6,21,0.0,16,0
17940,6,2,6.0,12,0
17939,6,16,0.0,17,0
17938,6,7,2.0,15,0
17936,6,3,7.5,11,0
17937,6,67,3.0,14,0
17935,6,4,11.0,7,0
17934,6,10,12.0,6,0
17933,6,15,14.5,5,0
17932,6,22,35.0,2,0
17890,7,1,9.0,11,0
17889,7,5,4.0,13,0
17888,7,6,0.0,20,0
17887,7,12,0.0,19,0
17885,7,8,9.0,10,0
17884,7,9,2.0,15,0
17882,7,17,27.5,4,0
17880,7,2,6.0,12,0
17878,7,7,2.0,16,0
17874,7,10,13.0,6,0
17872,7,22,35.0,2,0
17883,7,20,29.0,3,1
17877,7,67,3.0,14,0
17879,7,16,0.0,18,0
17871,7,18,61.0,1,6
17873,7,15,19.5,5,0
17881,7,21,0.0,17,0
17886,7,13,11.0,8,0
17876,7,3,11.5,7,0
17875,7,4,11.0,9,0
17930,8,1,9.0,11,0
17929,8,5,4.0,13,0
17928,8,6,0.0,20,0
17927,8,12,0.0,19,0
17925,8,8,10.0,10,0
17924,8,9,2.0,15,0
17922,8,17,35.5,4,0
17920,8,2,6.0,12,0
17918,8,7,2.0,16,0
17914,8,10,13.0,8,0
17912,8,22,41.0,2,0
17923,8,20,39.0,3,2
17917,8,67,3.0,14,0
17919,8,16,0.0,18,0
17911,8,18,64.0,1,6
17913,8,15,21.5,5,0
17921,8,21,0.0,17,0
17926,8,13,16.0,6,0
17916,8,3,15.5,7,0
17915,8,4,11.0,9,0
17951,9,18,68.0,1,6
17952,9,22,44.0,4,0
17953,9,15,21.5,6,0
17954,9,10,13.0,8,0
17955,9,4,13.0,9,0
17956,9,3,20.5,7,0
17957,9,67,3.0,14,0
17958,9,7,2.0,16,0
17959,9,16,0.0,18,0
17960,9,2,6.0,12,0
17961,9,21,0.0,17,0
17962,9,17,45.5,3,1
17963,9,20,47.0,2,2
17964,9,9,2.0,15,0
17965,9,8,10.0,10,0
17966,9,13,22.0,5,0
17967,9,12,0.0,19,0
17968,9,6,0.0,20,0
17969,9,5,5.0,13,0
17970,9,1,9.0,11,0
17971,10,18,70.0,1,6
17972,10,22,44.0,4,0
17973,10,15,22.5,6,0
17974,10,10,16.0,10,0
17975,10,4,13.0,11,0
17976,10,3,25.5,5,0
17977,10,67,3.0,14,0
17978,10,7,2.0,16,0
17979,10,16,0.0,19,0
17980,10,2,6.0,13,0
17981,10,21,0.0,17,0
17982,10,17,51.5,2,1
17983,10,20,47.0,3,2
17984,10,9,2.0,15,0
17985,10,8,18.0,9,0
17986,10,13,22.0,7,0
17987,10,12,0.0,20,0
17988,10,6,0.0,18,0
17989,10,5,9.0,12,0
17990,10,1,19.0,8,1
17991,10,153,0.0,21,0
17992,11,18,72.0,1,6
17993,11,22,54.0,2,1
17994,11,15,22.5,8,0
17995,11,10,16.0,10,0
17996,11,4,16.0,11,0
17997,11,3,29.5,5,0
17998,11,67,3.0,15,0
17999,11,7,2.0,16,0
18000,11,16,0.0,18,0
18001,11,2,6.0,13,0
18002,11,21,0.0,17,0
18003,11,17,51.5,3,1
18004,11,20,47.0,4,2
18005,11,9,3.0,14,0
18006,11,8,24.0,7,0
18007,11,13,22.0,9,0
18008,11,12,0.0,20,0
18009,11,6,0.0,19,0
18010,11,5,14.0,12,0
18011,11,1,27.0,6,1
18012,11,153,0.0,21,0
18013,11,154,0.0,22,0
18014,11,69,0.0,23,0
18015,12,18,72.0,1,6
18016,12,22,56.0,2,1
18017,12,15,22.5,8,0
18018,12,10,16.0,11,0
18019,12,4,16.0,12,0
18020,12,3,30.5,6,0
18021,12,67,3.0,16,0
18022,12,7,2.0,17,0
18023,12,16,0.0,18,0
18024,12,2,10.0,13,0
18025,12,21,8.0,14,0
18026,12,17,51.5,4,1
18027,12,20,53.0,3,2
18028,12,9,8.0,15,0
18029,12,8,34.0,5,1
18030,12,13,22.0,9,0
18031,12,12,0.0,20,0
18032,12,6,0.0,19,0
18033,12,5,17.0,10,0
18034,12,1,27.0,7,1
18035,12,153,0.0,22,0
18036,12,154,0.0,23,0
18037,12,69,0.0,21,0
18038,13,18,80.0,1,6
18039,13,22,66.0,2,2
18040,13,15,22.5,8,0
18041,13,10,16.0,12,0
18042,13,4,20.0,11,0
18043,13,3,30.5,6,0
18044,13,67,3.0,17,0
18045,13,7,2.0,18,0
18046,13,16,5.0,16,0
18047,13,2,12.0,13,0
18048,13,21,8.0,14,0
18049,13,17,51.5,4,1
18050,13,20,54.0,3,2
18051,13,9,8.0,15,0
18052,13,8,40.0,5,1
18053,13,13,22.0,9,0
18054,13,12,0.0,20,0
18055,13,6,0.0,19,0
18056,13,5,20.0,10,0
18057,13,1,27.0,7,1
18058,13,153,0.0,23,0
18059,13,154,0.0,22,0
18060,13,69,0.0,21,0
18061,13,24,0.0,24,0
18062,14,18,84.0,1,6
18063,14,22,69.0,2,2
18064,14,15,22.5,10,0
18065,14,10,24.0,9,0
18066,14,4,26.0,8,0
18067,14,3,30.5,7,0
18068,14,67,3.0,17,0
18069,14,7,2.0,18,0
18070,14,16,5.0,16,0
18071,14,2,12.0,13,0
18072,14,21,8.0,15,0
18073,14,17,51.5,4,1
18074,14,20,59.0,3,2
18075,14,9,9.0,14,0
18076,14,8,40.0,5,1
18077,14,13,22.0,11,0
18078,14,12,0.0,20,0
18079,14,6,0.0,19,0
18080,14,5,22.0,12,0
18081,14,1,37.0,6,2
18082,14,153,0.0,24,0
18083,14,154,0.0,23,0
18084,14,69,0.0,21,0
18085,14,24,0.0,22,0
18133,15,24,0.0,21,0
18132,15,69,0.0,22,0
18131,15,154,0.0,23,0
18130,15,153,0.0,24,0
18129,15,1,43.0,6,2
18128,15,5,22.0,12,0
18127,15,6,0.0,19,0
18126,15,12,0.0,20,0
18124,15,8,45.0,5,1
18119,15,2,15.0,13,0
18117,15,7,2.0,18,0
18115,15,3,34.5,7,0
18114,15,4,26.0,9,0
18113,15,10,24.0,10,0
18112,15,15,30.5,8,0
18125,15,13,22.0,11,0
18121,15,17,51.5,4,1
18120,15,21,8.0,15,0
18116,15,67,3.0,17,0
18122,15,20,69.0,3,3
18123,15,9,9.0,14,0
18118,15,16,5.0,16,0
18110,15,18,85.0,1,6
18111,15,22,71.0,2,2
18134,16,18,89.0,1,6
18135,16,22,72.0,3,2
18136,16,15,30.5,8,0
18137,16,10,24.0,10,0
18138,16,4,26.0,9,0
18139,16,3,34.5,7,0
18140,16,67,5.0,17,0
18141,16,7,2.0,18,0
18142,16,16,5.0,16,0
18143,16,2,15.0,14,0
18144,16,21,8.0,15,0
18145,16,17,61.5,4,2
18146,16,20,74.0,2,3
18147,16,9,17.0,13,0
18148,16,8,48.0,6,1
18149,16,13,22.0,11,0
18150,16,12,0.0,20,0
18151,16,6,0.0,19,0
18152,16,5,22.0,12,0
18153,16,1,49.0,5,2
18154,16,153,0.0,24,0
18155,16,154,0.0,23,0
18156,16,69,0.0,25,0
18157,16,24,0.0,22,0
18158,16,155,0.0,21,0
29863,17,18,95.0,1,6
29864,17,22,77.0,3,2
29865,17,15,32.5,8,0
29866,17,10,24.0,10,0
29867,17,4,26.0,9,0
29868,17,3,34.5,7,0
29869,17,67,6.0,16,0
29870,17,7,2.0,19,0
29871,17,16,5.0,17,0
29872,17,2,19.0,13,0
29873,17,21,8.0,15,0
29874,17,17,69.5,4,2
29875,17,20,84.0,2,4
29876,17,9,17.0,14,0
29877,17,8,48.0,6,1
29878,17,13,22.0,11,0
29879,17,12,0.0,21,0
29880,17,6,0.0,20,0
29881,17,5,22.0,12,0
29882,17,1,49.0,5,2
29883,17,153,0.0,24,0
29884,17,154,0.0,23,0
29885,17,69,0.0,25,0
29886,17,24,0.0,22,0
29887,17,155,3.0,18,0
63737,337,4,25.0,1,1
63738,337,13,18.0,2,0
63739,337,1,15.0,3,0
63740,337,20,12.0,4,0
63741,337,3,10.0,5,0
63742,337,30,8.0,6,0
63743,337,18,6.0,7,0
63744,337,17,4.0,8,0
63745,337,24,2.0,9,0
63746,337,22,1.0,10,0
63747,337,9,0.0,11,0
63748,337,16,0.0,12,0
63749,337,153,0.0,13,0
63750,337,807,0.0,14,0
63751,337,5,0.0,15,0
63752,337,67,0.0,16,0
63753,337,15,0.0,17,0
63754,337,37,0.0,18,0
63755,337,811,0.0,19,0
63756,337,10,0.0,20,0
63757,337,808,0.0,21,0
63758,337,155,0.0,22,0
63759,337,810,0.0,23,0
63760,337,812,0.0,24,0
63761,338,4,37.0,1,1
63762,338,13,33.0,2,0
63763,338,1,23.0,4,0
63764,338,20,12.0,7,0
63765,338,3,20.0,5,0
63766,338,30,9.0,8,0
63767,338,18,31.0,3,1
63768,338,17,6.0,10,0
63769,338,24,8.0,9,0
63770,338,22,5.0,11,0
63771,338,9,18.0,6,0
63772,338,16,0.0,13,0
63773,338,153,0.0,12,0
63774,338,807,0.0,17,0
63775,338,5,0.0,15,0
63776,338,67,0.0,18,0
63777,338,15,0.0,19,0
63778,338,37,0.0,14,0
63779,338,811,0.0,20,0
63780,338,10,0.0,21,0
63781,338,808,0.0,22,0
63782,338,155,0.0,23,0
63783,338,810,0.0,24,0
63784,338,812,0.0,16,0
63785,339,4,37.0,2,1
63786,339,13,39.0,1,0
63787,339,1,31.0,6,0
63788,339,20,37.0,3,1
63789,339,3,35.0,5,0
63790,339,30,9.0,10,0
63791,339,18,35.0,4,1
63792,339,17,24.0,8,0
63793,339,24,8.0,11,0
63794,339,22,5.0,12,0
63795,339,9,30.0,7,0
63796,339,16,10.0,9,0
63797,339,153,2.0,13,0
63798,339,807,1.0,14,0
63799,339,5,0.0,17,0
63800,339,67,0.0,15,0
63801,339,15,0.0,21,0
63802,339,37,0.0,16,0
63803,339,811,0.0,20,0
63804,339,10,0.0,22,0
63805,339,808,0.0,23,0
63806,339,155,0.0,24,0
63807,339,810,0.0,19,0
63808,339,812,0.0,18,0
63809,340,4,49.0,3,1
63810,340,13,41.0,6,0
63811,340,1,49.0,4,0
63812,340,20,45.0,5,1
63813,340,3,50.0,2,0
63814,340,30,10.0,10,0
63815,340,18,60.0,1,2
63816,340,17,28.0,8,0
63817,340,24,8.0,11,0
63818,340,22,5.0,13,0
63819,340,9,40.0,7,0
63820,340,16,10.0,9,0
63821,340,153,2.0,14,0
63822,340,807,1.0,15,0
63823,340,5,0.0,18,0
63824,340,67,0.0,16,0
63825,340,15,0.0,22,0
63826,340,37,0.0,17,0
63827,340,811,0.0,21,0
63828,340,10,0.0,23,0
63829,340,808,6.0,12,0
63830,340,155,0.0,24,0
63831,340,810,0.0,20,0
63832,340,812,0.0,19,0
63833,341,4,67.0,2,1
63834,341,13,49.0,7,0
63835,341,1,49.0,6,0
63836,341,20,60.0,3,1
63837,341,3,50.0,5,0
63838,341,30,22.0,9,0
63839,341,18,70.0,1,2
63840,341,17,53.0,4,1
63841,341,24,8.0,11,0
63842,341,22,7.0,12,0
63843,341,9,44.0,8,0
63844,341,16,16.0,10,0
63845,341,153,3.0,14,0
63846,341,807,1.0,15,0
63847,341,5,0.0,19,0
63848,341,67,0.0,16,0
63849,341,15,0.0,23,0
63850,341,37,0.0,17,0
63851,341,811,0.0,22,0
63852,341,10,0.0,24,0
63853,341,808,6.0,13,0
63854,341,155,0.0,18,0
63855,341,810,0.0,21,0
63856,341,812,0.0,20,0
63905,343,4,79.0,4,1
63904,342,812,0.0,20,0
63903,342,810,0.0,21,0
63902,342,155,0.0,18,0
63900,342,10,0.0,24,0
63899,342,811,0.0,23,0
63897,342,15,0.0,22,0
63896,342,67,1.0,15,0
63894,342,807,1.0,16,0
63893,342,153,3.0,14,0
63889,342,24,10.0,11,0
63888,342,17,78.0,1,2
63887,342,18,70.0,4,2
63882,342,13,61.0,5,0
63883,342,1,59.0,7,0
63884,342,20,78.0,2,1
63885,342,3,56.0,8,0
63886,342,30,22.0,9,0
63898,342,37,0.0,17,0
63901,342,808,6.0,13,0
63895,342,5,0.0,19,0
63892,342,16,20.0,10,0
63881,342,4,75.0,3,1
63891,342,9,59.0,6,0
63890,342,22,7.0,12,0
63906,343,13,67.0,7,0
63907,343,1,84.0,3,1
63908,343,20,78.0,5,1
63909,343,3,66.0,8,0
63910,343,30,34.0,9,0
63911,343,18,88.0,2,2
63912,343,17,93.0,1,2
63913,343,24,10.0,11,0
63914,343,22,7.0,12,0
63915,343,9,67.0,6,0
63916,343,16,22.0,10,0
63917,343,153,3.0,14,0
63918,343,807,1.0,17,0
63919,343,5,0.0,19,0
63920,343,67,1.0,15,0
63921,343,15,0.0,22,0
63922,343,37,0.0,18,0
63923,343,811,0.0,23,0
63924,343,10,0.0,24,0
63925,343,808,6.0,13,0
63926,343,155,1.0,16,0
63927,343,810,0.0,21,0
63928,343,812,0.0,20,0
63929,344,4,94.0,4,1
63930,344,13,67.0,8,0
63931,344,1,109.0,1,2
63932,344,20,90.0,5,1
63933,344,3,74.0,6,0
63934,344,30,34.0,9,0
63935,344,18,106.0,2,2
63936,344,17,103.0,3,2
63937,344,24,12.0,11,0
63938,344,22,7.0,12,0
63939,344,9,73.0,7,0
63940,344,16,23.0,10,0
63941,344,153,3.0,15,0
63942,344,807,1.0,17,0
63943,344,5,0.0,19,0
63944,344,67,5.0,14,0
63945,344,15,0.0,22,0
63946,344,37,0.0,18,0
63947,344,811,0.0,23,0
63948,344,10,0.0,24,0
63949,344,808,6.0,13,0
63950,344,155,1.0,16,0
63951,344,810,0.0,21,0
63952,344,812,0.0,20,0
63953,345,4,98.0,5,1
63954,345,13,67.0,8,0
63955,345,1,127.0,1,2
63956,345,20,115.0,3,2
63957,345,3,75.0,7,0
63958,345,30,34.0,9,0
63959,345,18,121.0,2,2
63960,345,17,103.0,4,2
63961,345,24,12.0,12,0
63962,345,22,19.0,11,0
63963,345,9,83.0,6,0
63964,345,16,31.0,10,0
63965,345,153,3.0,16,0
63966,345,807,1.0,17,0
63967,345,5,0.0,19,0
63968,345,67,7.0,14,0
63969,345,15,0.0,22,0
63970,345,37,0.0,18,0
63971,345,811,0.0,23,0
63972,345,10,0.0,24,0
63973,345,808,6.0,15,0
63974,345,155,7.0,13,0
63975,345,810,0.0,21,0
63976,345,812,0.0,20,0
63977,346,4,98.0,5,1
63978,346,13,67.0,8,0
63979,346,1,145.0,1,2
63980,346,20,121.0,4,2
63981,346,3,90.0,6,0
63982,346,30,36.0,9,0
63983,346,18,133.0,2,2
63984,346,17,128.0,3,3
63985,346,24,12.0,13,0
63986,346,22,29.0,11,0
63987,346,9,83.0,7,0
63988,346,16,35.0,10,0
63989,346,153,3.0,16,0
63990,346,807,2.0,17,0
63991,346,5,0.0,19,0
63992,346,67,7.0,14,0
63993,346,15,0.0,22,0
63994,346,37,0.0,18,0
63995,346,811,0.0,23,0
63996,346,10,0.0,24,0
63997,346,808,6.0,15,0
63998,346,155,15.0,12,0
63999,346,810,0.0,21,0
64000,346,812,0.0,20,0
64001,346,29,0.0,25,0
64002,347,4,123.0,5,2
64003,347,13,85.0,8,0
64004,347,1,157.0,1,2
64005,347,20,136.0,4,2
64006,347,3,94.0,6,0
64007,347,30,38.0,9,0
64008,347,18,143.0,2,2
64009,347,17,136.0,3,3
64010,347,24,12.0,13,0
64011,347,22,29.0,11,0
64012,347,9,89.0,7,0
64013,347,16,35.0,10,0
64014,347,153,3.0,16,0
64015,347,807,2.0,17,0
64016,347,5,0.0,19,0
64017,347,67,7.0,15,0
64018,347,15,0.0,22,0
64019,347,37,0.0,18,0
64020,347,811,0.0,23,0
64021,347,10,0.0,24,0
64022,347,808,7.0,14,0
64023,347,155,15.0,12,0
64024,347,810,0.0,21,0
64025,347,812,0.0,20,0
64026,347,29,0.0,25,0
64027,348,4,141.0,5,2
64028,348,13,97.0,6,0
64029,348,1,157.0,2,2
64030,348,20,151.0,3,2
64031,348,3,94.0,7,0
64032,348,30,38.0,9,0
64033,348,18,147.0,4,2
64034,348,17,161.0,1,4
64035,348,24,12.0,14,0
64036,348,22,30.0,11,0
64037,348,9,89.0,8,0
64038,348,16,35.0,10,0
64039,348,153,3.0,18,0
64040,348,807,10.0,15,0
64041,348,5,0.0,19,0
64042,348,67,7.0,16,0
64043,348,15,0.0,22,0
64044,348,37,6.0,17,0
64045,348,811,0.0,23,0
64046,348,10,0.0,24,0
64047,348,808,17.0,12,0
64048,348,155,17.0,13,0
64049,348,810,0.0,21,0
64050,348,812,0.0,20,0
64051,348,29,0.0,25,0
64052,349,4,141.0,5,2
64053,349,13,109.0,6,0
64054,349,1,182.0,1,3
64055,349,20,151.0,3,2
64056,349,3,102.0,8,0
64057,349,30,44.0,10,0
64058,349,18,147.0,4,2
64059,349,17,179.0,2,4
64060,349,24,13.0,14,0
64061,349,22,30.0,11,0
64062,349,9,104.0,7,0
64063,349,16,45.0,9,0
64064,349,153,3.0,18,0
64065,349,807,10.0,15,0
64066,349,5,0.0,19,0
64067,349,67,7.0,16,0
64068,349,15,0.0,22,0
64069,349,37,6.0,17,0
64070,349,811,0.0,23,0
64071,349,10,0.0,24,0
64072,349,808,19.0,13,0
64073,349,155,21.0,12,0
64074,349,810,0.0,21,0
64075,349,812,0.0,20,0
64076,349,29,0.0,25,0
64077,350,4,166.0,3,3
64078,350,13,124.0,6,0
64079,350,1,182.0,2,3
64080,350,20,163.0,5,2
64081,350,3,112.0,7,0
64082,350,30,46.0,9,0
64083,350,18,165.0,4,2
64084,350,17,187.0,1,4
64085,350,24,13.0,15,0
64086,350,22,31.0,11,0
64087,350,9,108.0,8,0
64088,350,16,45.0,10,0
64089,350,153,3.0,18,0
64090,350,807,16.0,14,0
64091,350,5,0.0,19,0
64092,350,67,7.0,16,0
64093,350,15,0.0,22,0
